start_date,elevation_gain,distance
2020-11-27,275.26246719160105,3.7937818142050426
2020-11-29,234.5800524934383,2.526743816113895
2020-12-01,370.0787401574803,4.604049848882526
2020-12-02,398.95013123359576,4.412729658792651
2020-12-05,313.32020997375326,7.862085421140539
2020-12-06,220.4724409448819,3.2838224767358626
2020-12-08,395.0131233595801,4.564903463771574
2020-12-09,412.72965879265087,4.11012188817307
2020-12-12,232.28346456692915,6.231793824067446
2020-12-13,241.46981627296583,3.5279592181659107
2020-12-15,219.488188976378,4.091605026644396
2020-12-16,244.42257217847768,4.516125825180943
2020-12-19,175.5249343832021,6.6241897319653225
2020-12-20,86.94225721784777,4.609207229778096
2020-12-22,217.19160104986875,4.196119661178717
2020-12-23,214.23884514435693,4.16772299769347
2020-12-26,177.16535433070865,6.568017776187068
2020-12-27,110.23622047244096,4.753613894854052
2020-12-29,263.45144356955376,4.304424659985684
2020-12-30,218.1758530183727,4.512149049550624
