,latitude,longitude,price
4100,40.685,-73.759,195.0
4101,40.686,-74.005,165.0
4102,40.686,-74.004,175.0
4103,40.686,-74.003,149.0
4104,40.686,-74.002,120.0
4105,40.686,-74.001,194.66666666666666
4106,40.686,-74.0,247.5
4107,40.686,-73.999,200.0
4108,40.686,-73.998,262.5
4109,40.686,-73.997,275.0
4110,40.686,-73.996,710.0
4111,40.686,-73.995,175.0
4112,40.686,-73.993,239.25
4113,40.686,-73.992,140.0
4114,40.686,-73.991,133.16666666666666
4115,40.686,-73.99,187.25
4116,40.686,-73.989,166.0
4117,40.686,-73.988,180.2
4118,40.686,-73.987,210.0
4119,40.686,-73.986,180.0
4120,40.686,-73.985,156.8
4121,40.686,-73.984,108.75
4122,40.686,-73.983,208.6
4123,40.686,-73.982,210.0
4124,40.686,-73.981,191.42857142857142
4125,40.686,-73.98,162.5
4126,40.686,-73.979,70.0
4127,40.686,-73.978,150.0
4128,40.686,-73.977,100.0
4129,40.686,-73.976,118.33333333333333
4130,40.686,-73.975,118.33333333333333
4131,40.686,-73.974,108.0
4132,40.686,-73.973,109.5
4133,40.686,-73.972,159.66666666666666
4134,40.686,-73.971,139.2
4135,40.686,-73.97,189.4
4136,40.686,-73.969,118.33333333333333
4137,40.686,-73.968,149.57142857142858
4138,40.686,-73.967,134.2
4139,40.686,-73.966,131.0
4140,40.686,-73.965,203.0
4141,40.686,-73.964,127.9
4142,40.686,-73.963,235.0
4143,40.686,-73.962,179.5
4144,40.686,-73.961,126.33333333333333
4145,40.686,-73.96,106.8
4146,40.686,-73.959,160.0
4147,40.686,-73.958,110.6923076923077
4148,40.686,-73.957,54.8
4149,40.686,-73.956,164.75
4150,40.686,-73.955,73.5
4151,40.686,-73.954,75.625
4152,40.686,-73.953,150.0
4153,40.686,-73.952,77.22222222222223
4154,40.686,-73.951,52.57142857142857
4155,40.686,-73.95,51.142857142857146
4156,40.686,-73.949,80.57142857142857
4157,40.686,-73.948,66.71428571428571
4158,40.686,-73.947,159.71428571428572
4159,40.686,-73.946,64.0
4160,40.686,-73.945,68.375
4161,40.686,-73.944,76.0
4162,40.686,-73.943,80.0
4163,40.686,-73.942,118.66666666666667
4164,40.686,-73.941,68.8
4165,40.686,-73.94,92.3
4166,40.686,-73.939,83.0
4167,40.686,-73.938,118.75
4168,40.686,-73.937,114.33333333333333
4169,40.686,-73.936,96.0
4170,40.686,-73.935,161.0
4171,40.686,-73.934,132.875
4172,40.686,-73.933,234.0
4173,40.686,-73.932,80.375
4174,40.686,-73.931,101.66666666666667
4175,40.686,-73.93,61.5
4176,40.686,-73.929,101.66666666666667
4177,40.686,-73.928,120.2
4178,40.686,-73.927,90.25
4179,40.686,-73.926,73.42857142857143
4180,40.686,-73.925,140.8
4181,40.686,-73.924,85.83333333333333
4182,40.686,-73.923,66.16666666666667
4183,40.686,-73.922,83.33333333333333
4184,40.686,-73.921,56.333333333333336
4185,40.686,-73.92,93.33333333333333
4186,40.686,-73.919,58.333333333333336
4187,40.686,-73.918,54.5
4188,40.686,-73.915,56.5
4189,40.686,-73.914,70.93333333333334
4190,40.686,-73.913,136.33333333333334
4191,40.686,-73.912,64.66666666666667
4192,40.686,-73.911,83.75
4193,40.686,-73.91,84.0
4194,40.686,-73.909,62.5
4195,40.686,-73.908,80.0
4196,40.686,-73.907,184.0
4197,40.686,-73.906,50.0
4198,40.686,-73.876,72.0
4199,40.686,-73.874,55.0
4200,40.686,-73.87,35.0
4201,40.686,-73.866,45.333333333333336
4202,40.686,-73.859,49.333333333333336
4203,40.686,-73.85,99.0
4204,40.686,-73.849,69.0
4205,40.686,-73.837,55.0
4206,40.686,-73.824,46.0
4207,40.686,-73.823,43.0
4208,40.686,-73.807,150.0
4209,40.686,-73.794,30.0
4210,40.686,-73.792,90.0
4211,40.686,-73.79,65.0
4212,40.686,-73.788,55.0
4213,40.686,-73.787,64.5
4214,40.686,-73.78,73.0
4215,40.686,-73.778,90.0
4216,40.686,-73.769,49.0
4217,40.686,-73.768,170.0
4218,40.686,-73.732,35.0
4219,40.687,-74.004,139.0
4220,40.687,-74.002,1800.0
4221,40.687,-74.001,122.0
4222,40.687,-74.0,139.0
4223,40.687,-73.999,261.3333333333333
4224,40.687,-73.998,750.0
4225,40.687,-73.997,362.5
4226,40.687,-73.996,106.0
4227,40.687,-73.995,150.0
4228,40.687,-73.994,256.6666666666667
4229,40.687,-73.993,171.33333333333334
4230,40.687,-73.992,175.0
4231,40.687,-73.991,107.5
4232,40.687,-73.99,204.33333333333334
4233,40.687,-73.989,157.5
4234,40.687,-73.988,175.0
4235,40.687,-73.987,154.5
4236,40.687,-73.986,224.0
4237,40.687,-73.985,124.6
4238,40.687,-73.984,161.25
4239,40.687,-73.983,662.5
4240,40.687,-73.982,170.0
4241,40.687,-73.98,110.0
4242,40.687,-73.979,123.0
4243,40.687,-73.978,240.0
4244,40.687,-73.977,284.5
4245,40.687,-73.976,109.0
4246,40.687,-73.975,161.125
4247,40.687,-73.974,116.75
4248,40.687,-73.973,150.85714285714286
4249,40.687,-73.972,118.75
4250,40.687,-73.971,166.66666666666666
4251,40.687,-73.97,155.8
4252,40.687,-73.969,450.0
4253,40.687,-73.968,114.125
4254,40.687,-73.967,164.5
4255,40.687,-73.966,148.25
4256,40.687,-73.965,67.5
4257,40.687,-73.964,122.5
4258,40.687,-73.963,185.0
4259,40.687,-73.962,168.11111111111111
4260,40.687,-73.961,90.0
4261,40.687,-73.96,153.5
4262,40.687,-73.959,177.85714285714286
4263,40.687,-73.958,104.875
4264,40.687,-73.957,111.8
4265,40.687,-73.956,142.625
4266,40.687,-73.955,83.7
4267,40.687,-73.954,189.16666666666666
4268,40.687,-73.953,81.66666666666667
4269,40.687,-73.952,89.66666666666667
4270,40.687,-73.951,64.2
4271,40.687,-73.95,78.33333333333333
4272,40.687,-73.949,117.5
4273,40.687,-73.948,56.333333333333336
4274,40.687,-73.947,193.33333333333334
4275,40.687,-73.946,75.0
4276,40.687,-73.945,79.125
4277,40.687,-73.944,59.0
4278,40.687,-73.943,240.0
4279,40.687,-73.942,72.6
4280,40.687,-73.941,70.0
4281,40.687,-73.94,99.0
4282,40.687,-73.939,114.0
4283,40.687,-73.938,166.28571428571428
4284,40.687,-73.937,78.33333333333333
4285,40.687,-73.936,77.5
4286,40.687,-73.935,140.5
4287,40.687,-73.934,110.0
4288,40.687,-73.933,109.75
4289,40.687,-73.932,56.0
4290,40.687,-73.931,90.2
4291,40.687,-73.93,81.0
4292,40.687,-73.929,88.33333333333333
4293,40.687,-73.928,72.0
4294,40.687,-73.927,70.0
4295,40.687,-73.926,57.5
4296,40.687,-73.925,55.0
4297,40.687,-73.924,103.0
4298,40.687,-73.923,87.28571428571429
4299,40.687,-73.922,71.4
4300,40.687,-73.921,91.25
4301,40.687,-73.92,118.57142857142857
4302,40.687,-73.919,72.83333333333333
4303,40.687,-73.918,47.5
4304,40.687,-73.917,60.0
4305,40.687,-73.916,86.66666666666667
4306,40.687,-73.915,52.6
4307,40.687,-73.914,69.75
4308,40.687,-73.913,76.33333333333333
4309,40.687,-73.912,31.666666666666668
4310,40.687,-73.911,90.0
4311,40.687,-73.91,43.0
4312,40.687,-73.909,57.5
4313,40.687,-73.908,98.33333333333333
4314,40.687,-73.907,123.5
4315,40.687,-73.906,81.25
4316,40.687,-73.905,110.0
4317,40.687,-73.876,50.0
4318,40.687,-73.873,39.0
4319,40.687,-73.872,20.0
4320,40.687,-73.871,20.0
4321,40.687,-73.87,39.0
4322,40.687,-73.866,35.0
4323,40.687,-73.865,39.0
4324,40.687,-73.861,150.0
4325,40.687,-73.86,50.0
4326,40.687,-73.841,50.0
4327,40.687,-73.801,60.0
4328,40.687,-73.789,70.0
4329,40.687,-73.78,114.5
4330,40.687,-73.779,75.0
4331,40.687,-73.778,67.5
4332,40.687,-73.768,55.0
4333,40.687,-73.733,75.0
4334,40.688,-74.004,165.0
4335,40.688,-74.0,149.0
4336,40.688,-73.999,230.0
4337,40.688,-73.998,205.0
4338,40.688,-73.996,155.0
4339,40.688,-73.995,140.83333333333334
4340,40.688,-73.994,151.16666666666666
4341,40.688,-73.993,135.0
4342,40.688,-73.992,139.71428571428572
4343,40.688,-73.991,137.0
4344,40.688,-73.99,86.66666666666667
4345,40.688,-73.988,167.0
4346,40.688,-73.987,429.5
4347,40.688,-73.986,150.0
4348,40.688,-73.985,139.5
4349,40.688,-73.984,120.0
4350,40.688,-73.983,239.0
4351,40.688,-73.982,140.0
4352,40.688,-73.98,137.0
4353,40.688,-73.979,207.5
4354,40.688,-73.978,131.66666666666666
4355,40.688,-73.977,109.14285714285714
4356,40.688,-73.976,461.5
4357,40.688,-73.975,157.375
4358,40.688,-73.974,127.0
4359,40.688,-73.973,157.33333333333334
4360,40.688,-73.972,136.2
4361,40.688,-73.971,136.0
4362,40.688,-73.97,150.0
4363,40.688,-73.969,122.0
4364,40.688,-73.968,361.0
4365,40.688,-73.967,110.0
4366,40.688,-73.966,502.0
4367,40.688,-73.965,32.0
4368,40.688,-73.964,2211.6666666666665
4369,40.688,-73.963,100.0
4370,40.688,-73.962,234.66666666666666
4371,40.688,-73.961,175.0
4372,40.688,-73.96,150.4
4373,40.688,-73.959,133.8
4374,40.688,-73.958,121.7
4375,40.688,-73.957,303.0
4376,40.688,-73.956,143.1
4377,40.688,-73.955,156.875
4378,40.688,-73.954,78.0
4379,40.688,-73.953,113.42857142857143
4380,40.688,-73.952,99.45454545454545
4381,40.688,-73.951,114.75
4382,40.688,-73.95,80.11111111111111
4383,40.688,-73.949,186.4
4384,40.688,-73.948,135.0
4385,40.688,-73.947,119.66666666666667
4386,40.688,-73.946,139.33333333333334
4387,40.688,-73.945,64.8
4388,40.688,-73.944,73.66666666666667
4389,40.688,-73.943,102.5
4390,40.688,-73.942,98.0
4391,40.688,-73.941,96.0
4392,40.688,-73.939,89.66666666666667
4393,40.688,-73.938,54.5
4394,40.688,-73.937,123.25
4395,40.688,-73.936,71.5
4396,40.688,-73.935,190.0
4397,40.688,-73.934,99.66666666666667
4398,40.688,-73.933,102.5
4399,40.688,-73.932,1040.0
4400,40.688,-73.931,96.0
4401,40.688,-73.93,84.5
4402,40.688,-73.929,77.0
4403,40.688,-73.928,189.0
4404,40.688,-73.927,122.25
4405,40.688,-73.926,216.5
4406,40.688,-73.925,93.71428571428571
4407,40.688,-73.924,189.4
4408,40.688,-73.923,38.0
4409,40.688,-73.922,41.0
4410,40.688,-73.921,66.0
4411,40.688,-73.92,176.33333333333334
4412,40.688,-73.919,88.5
4413,40.688,-73.918,95.0
4414,40.688,-73.917,88.92307692307692
4415,40.688,-73.916,118.55555555555556
4416,40.688,-73.915,97.83333333333333
4417,40.688,-73.914,161.0
4418,40.688,-73.913,83.72727272727273
4419,40.688,-73.912,57.5
4420,40.688,-73.91,120.0
4421,40.688,-73.908,64.0
4422,40.688,-73.907,61.4
4423,40.688,-73.906,42.5
4424,40.688,-73.905,111.0
4425,40.688,-73.876,40.0
4426,40.688,-73.873,39.0
4427,40.688,-73.859,50.0
4428,40.688,-73.839,55.0
4429,40.688,-73.838,79.0
4430,40.688,-73.824,155.0
4431,40.688,-73.813,55.0
4432,40.688,-73.807,60.0
4433,40.688,-73.788,80.0
4434,40.688,-73.779,40.0
4435,40.689,-74.002,150.0
4436,40.689,-74.001,85.0
4437,40.689,-74.0,191.66666666666666
4438,40.689,-73.999,176.66666666666666
4439,40.689,-73.998,140.0
4440,40.689,-73.995,110.5
4441,40.689,-73.994,136.4
4442,40.689,-73.993,165.0
4443,40.689,-73.992,82.5
4444,40.689,-73.991,161.5
4445,40.689,-73.99,155.0
4446,40.689,-73.989,153.5
4447,40.689,-73.988,163.33333333333334
4448,40.689,-73.987,96.33333333333333
4449,40.689,-73.986,163.66666666666666
4450,40.689,-73.984,150.0
4451,40.689,-73.981,150.0
4452,40.689,-73.98,338.25
4453,40.689,-73.979,169.25
4454,40.689,-73.978,96.33333333333333
4455,40.689,-73.977,148.125
4456,40.689,-73.976,110.0
4457,40.689,-73.975,163.0
4458,40.689,-73.974,135.0
4459,40.689,-73.973,156.0
4460,40.689,-73.972,156.6
4461,40.689,-73.971,168.75
4462,40.689,-73.97,233.33333333333334
4463,40.689,-73.969,111.66666666666667
4464,40.689,-73.968,126.66666666666667
4465,40.689,-73.967,160.0
4466,40.689,-73.966,171.33333333333334
4467,40.689,-73.965,197.2
4468,40.689,-73.964,314.5
4469,40.689,-73.963,97.5
4470,40.689,-73.962,200.75
4471,40.689,-73.961,74.0
4472,40.689,-73.96,94.5
4473,40.689,-73.959,157.5
4474,40.689,-73.958,241.0
4475,40.689,-73.957,74.66666666666667
4476,40.689,-73.956,110.8
4477,40.689,-73.955,154.36363636363637
4478,40.689,-73.954,119.08333333333333
4479,40.689,-73.953,175.0
4480,40.689,-73.952,114.18181818181819
4481,40.689,-73.951,98.66666666666667
4482,40.689,-73.95,103.125
4483,40.689,-73.949,117.0
4484,40.689,-73.948,102.0
4485,40.689,-73.947,45.0
4486,40.689,-73.946,76.2
4487,40.689,-73.945,90.0
4488,40.689,-73.944,46.5
4489,40.689,-73.943,45.0
4490,40.689,-73.942,67.66666666666667
4491,40.689,-73.941,93.5
4492,40.689,-73.94,46.0
4493,40.689,-73.939,116.5
4494,40.689,-73.938,83.5
4495,40.689,-73.937,79.5
4496,40.689,-73.936,145.5
4497,40.689,-73.935,108.83333333333333
4498,40.689,-73.934,90.0
4499,40.689,-73.932,40.0
4500,40.689,-73.931,244.75
4501,40.689,-73.93,54.5
4502,40.689,-73.929,139.66666666666666
4503,40.689,-73.928,99.66666666666667
4504,40.689,-73.927,54.75
4505,40.689,-73.925,95.0
4506,40.689,-73.924,131.75
4507,40.689,-73.923,69.85714285714286
4508,40.689,-73.922,85.0
4509,40.689,-73.921,65.4
4510,40.689,-73.92,55.0
4511,40.689,-73.919,56.0
4512,40.689,-73.918,89.2
4513,40.689,-73.917,74.25
4514,40.689,-73.916,99.14285714285714
4515,40.689,-73.915,67.0
4516,40.689,-73.913,45.0
4517,40.689,-73.912,74.6
4518,40.689,-73.911,151.0
4519,40.689,-73.91,35.0
4520,40.689,-73.909,62.4
4521,40.689,-73.908,136.75
4522,40.689,-73.907,60.0
4523,40.689,-73.906,65.0
4524,40.689,-73.905,87.0
4525,40.689,-73.872,20.0
4526,40.689,-73.871,36.0
4527,40.689,-73.863,85.0
4528,40.689,-73.858,50.0
4529,40.689,-73.856,60.0
4530,40.689,-73.851,70.0
4531,40.689,-73.84,55.0
4532,40.689,-73.827,48.0
4533,40.689,-73.826,225.0
4534,40.689,-73.788,48.5
4535,40.689,-73.774,59.0
4536,40.689,-73.773,59.0
4537,40.689,-73.748,100.0
4538,40.689,-73.735,79.0
4539,40.69,-73.998,200.0
4540,40.69,-73.997,200.0
4541,40.69,-73.996,119.0
4542,40.69,-73.995,297.5
4543,40.69,-73.994,172.28571428571428
4544,40.69,-73.993,139.0
4545,40.69,-73.991,79.0
4546,40.69,-73.989,160.0
4547,40.69,-73.987,150.0
4548,40.69,-73.986,93.6
4549,40.69,-73.985,200.0
4550,40.69,-73.984,135.0
4551,40.69,-73.983,180.0
4552,40.69,-73.982,60.0
4553,40.69,-73.981,137.25
4554,40.69,-73.979,241.0
4555,40.69,-73.978,238.0
4556,40.69,-73.976,130.0
4557,40.69,-73.975,140.0
4558,40.69,-73.974,150.0
4559,40.69,-73.973,197.75
4560,40.69,-73.972,139.0
4561,40.69,-73.971,150.0
4562,40.69,-73.97,144.16666666666666
4563,40.69,-73.968,159.8
4564,40.69,-73.967,203.625
4565,40.69,-73.966,210.0
4566,40.69,-73.965,259.5
4567,40.69,-73.964,25.0
4568,40.69,-73.961,77.0
4569,40.69,-73.96,68.375
4570,40.69,-73.959,81.5
4571,40.69,-73.958,53.333333333333336
4572,40.69,-73.957,100.8
4573,40.69,-73.956,74.4
4574,40.69,-73.955,68.7
4575,40.69,-73.954,83.88888888888889
4576,40.69,-73.953,139.0
4577,40.69,-73.952,328.85714285714283
4578,40.69,-73.951,69.5
4579,40.69,-73.95,70.5
4580,40.69,-73.949,60.4
4581,40.69,-73.948,67.0
4582,40.69,-73.947,70.0
4583,40.69,-73.946,63.75
4584,40.69,-73.945,75.83333333333333
4585,40.69,-73.944,94.25
4586,40.69,-73.943,80.2
4587,40.69,-73.942,77.6
4588,40.69,-73.941,165.28571428571428
4589,40.69,-73.94,50.5
4590,40.69,-73.939,203.75
4591,40.69,-73.938,130.0
4592,40.69,-73.937,76.8
4593,40.69,-73.936,110.0
4594,40.69,-73.935,79.25
4595,40.69,-73.934,92.5
4596,40.69,-73.933,50.666666666666664
4597,40.69,-73.932,105.8
4598,40.69,-73.931,82.875
4599,40.69,-73.93,66.66666666666667
4600,40.69,-73.929,137.5
4601,40.69,-73.928,101.66666666666667
4602,40.69,-73.927,94.0
4603,40.69,-73.926,88.75
4604,40.69,-73.925,68.33333333333333
4605,40.69,-73.923,79.33333333333333
4606,40.69,-73.922,94.6
4607,40.69,-73.921,120.0
4608,40.69,-73.92,107.5
4609,40.69,-73.919,72.5
4610,40.69,-73.918,81.6
4611,40.69,-73.917,56.0
4612,40.69,-73.916,41.2
4613,40.69,-73.915,55.8
4614,40.69,-73.914,52.125
4615,40.69,-73.913,62.8
4616,40.69,-73.911,65.0
4617,40.69,-73.91,82.66666666666667
4618,40.69,-73.909,169.66666666666666
4619,40.69,-73.908,55.0
4620,40.69,-73.907,71.8
4621,40.69,-73.906,57.6
4622,40.69,-73.905,61.0
4623,40.69,-73.87,40.0
4624,40.69,-73.869,34.0
4625,40.69,-73.856,85.0
4626,40.69,-73.854,85.0
4627,40.69,-73.853,59.5
4628,40.69,-73.852,40.0
4629,40.69,-73.847,49.0
4630,40.69,-73.839,45.0
4631,40.69,-73.837,75.0
4632,40.69,-73.83,33.0
4633,40.69,-73.821,34.0
4634,40.69,-73.807,95.0
4635,40.69,-73.804,186.0
4636,40.69,-73.803,185.0
4637,40.69,-73.796,38.0
4638,40.69,-73.778,41.0
4639,40.69,-73.775,59.0
4640,40.69,-73.755,565.0
4641,40.69,-73.754,200.0
4642,40.691,-73.998,99.0
4643,40.691,-73.997,90.0
4644,40.691,-73.996,152.5
4645,40.691,-73.995,180.0
4646,40.691,-73.994,179.0
4647,40.691,-73.993,142.33333333333334
4648,40.691,-73.992,700.0
4649,40.691,-73.99,142.5
4650,40.691,-73.988,145.0
4651,40.691,-73.982,61.0
4652,40.691,-73.981,147.5
4653,40.691,-73.98,158.33333333333334
4654,40.691,-73.979,141.5
4655,40.691,-73.978,175.0
4656,40.691,-73.974,285.0
4657,40.691,-73.973,93.0
4658,40.691,-73.972,104.5
4659,40.691,-73.971,117.5
4660,40.691,-73.97,174.14285714285714
4661,40.691,-73.969,707.5
4662,40.691,-73.968,393.75
4663,40.691,-73.967,1277.5714285714287
4664,40.691,-73.966,1015.6
4665,40.691,-73.965,140.25
4666,40.691,-73.964,85.0
4667,40.691,-73.962,85.0
4668,40.691,-73.961,70.71428571428571
4669,40.691,-73.96,140.57142857142858
4670,40.691,-73.959,100.1
4671,40.691,-73.958,53.0
4672,40.691,-73.957,72.125
4673,40.691,-73.956,77.44444444444444
4674,40.691,-73.955,86.27272727272727
4675,40.691,-73.954,124.4
4676,40.691,-73.953,106.0
4677,40.691,-73.952,97.5
4678,40.691,-73.951,125.0
4679,40.691,-73.95,88.8
4680,40.691,-73.949,115.66666666666667
4681,40.691,-73.948,60.0
4682,40.691,-73.947,71.5
4683,40.691,-73.946,79.0
4684,40.691,-73.945,75.9
4685,40.691,-73.944,87.5
4686,40.691,-73.943,40.5
4687,40.691,-73.942,83.33333333333333
4688,40.691,-73.941,71.5
4689,40.691,-73.94,76.28571428571429
4690,40.691,-73.939,80.33333333333333
4691,40.691,-73.938,174.33333333333334
4692,40.691,-73.937,80.28571428571429
4693,40.691,-73.936,194.0
4694,40.691,-73.935,102.57142857142857
4695,40.691,-73.934,77.0
4696,40.691,-73.933,87.8
4697,40.691,-73.932,64.5
4698,40.691,-73.931,80.0
4699,40.691,-73.93,115.0
4700,40.691,-73.929,79.66666666666667
4701,40.691,-73.928,50.0
4702,40.691,-73.927,78.2
4703,40.691,-73.926,91.66666666666667
4704,40.691,-73.925,134.33333333333334
4705,40.691,-73.924,71.83333333333333
4706,40.691,-73.923,38.0
4707,40.691,-73.922,77.5
4708,40.691,-73.921,108.16666666666667
4709,40.691,-73.92,108.5
4710,40.691,-73.919,140.0
4711,40.691,-73.918,78.75
4712,40.691,-73.917,55.75
4713,40.691,-73.916,70.0
4714,40.691,-73.915,51.5
4715,40.691,-73.914,57.5
4716,40.691,-73.913,45.0
4717,40.691,-73.912,102.66666666666667
4718,40.691,-73.911,68.33333333333333
4719,40.691,-73.91,62.0
4720,40.691,-73.909,74.5
4721,40.691,-73.908,45.0
4722,40.691,-73.906,66.66666666666667
4723,40.691,-73.905,75.0
4724,40.691,-73.904,47.5
4725,40.691,-73.903,73.33333333333333
4726,40.691,-73.856,59.0
4727,40.691,-73.83,55.0
4728,40.691,-73.82,40.0
4729,40.691,-73.799,108.0
4730,40.691,-73.783,130.0
4731,40.691,-73.778,53.0
4732,40.691,-73.773,59.0
4733,40.691,-73.753,32.0
4734,40.691,-73.739,40.0
4735,40.692,-73.998,203.0
4736,40.692,-73.997,124.0
4737,40.692,-73.996,163.0
4738,40.692,-73.995,208.33333333333334
4739,40.692,-73.994,135.66666666666666
4740,40.692,-73.993,107.5
4741,40.692,-73.992,250.0
4742,40.692,-73.991,110.0
4743,40.692,-73.99,104.5
4744,40.692,-73.987,82.0
4745,40.692,-73.986,153.0
4746,40.692,-73.985,192.5
4747,40.692,-73.984,300.0
4748,40.692,-73.983,160.0
4749,40.692,-73.981,110.0
4750,40.692,-73.98,238.0
4751,40.692,-73.978,120.0
4752,40.692,-73.974,70.0
4753,40.692,-73.973,121.0
4754,40.692,-73.972,107.375
4755,40.692,-73.971,171.83333333333334
4756,40.692,-73.97,266.25
4757,40.692,-73.969,95.85714285714286
4758,40.692,-73.968,899.0
4759,40.692,-73.967,121.0
4760,40.692,-73.966,120.0
4761,40.692,-73.965,133.33333333333334
4762,40.692,-73.961,67.5
4763,40.692,-73.96,85.4375
4764,40.692,-73.959,100.08333333333333
4765,40.692,-73.958,108.16666666666667
4766,40.692,-73.957,71.66666666666667
4767,40.692,-73.956,84.0
4768,40.692,-73.955,90.0
4769,40.692,-73.954,106.66666666666667
4770,40.692,-73.952,123.0
4771,40.692,-73.951,78.75
4772,40.692,-73.95,165.0
4773,40.692,-73.949,171.25
4774,40.692,-73.948,52.166666666666664
4775,40.692,-73.947,76.6
4776,40.692,-73.946,54.6
4777,40.692,-73.945,130.4
4778,40.692,-73.944,71.5
4779,40.692,-73.943,80.77777777777777
4780,40.692,-73.942,59.2
4781,40.692,-73.941,50.0
4782,40.692,-73.94,83.75
4783,40.692,-73.939,56.5
4784,40.692,-73.938,76.8
4785,40.692,-73.937,64.33333333333333
4786,40.692,-73.936,185.0
4787,40.692,-73.935,81.625
4788,40.692,-73.934,83.0
4789,40.692,-73.933,77.5
4790,40.692,-73.932,82.85714285714286
4791,40.692,-73.931,150.83333333333334
4792,40.692,-73.93,71.25
4793,40.692,-73.929,50.0
4794,40.692,-73.928,89.4
4795,40.692,-73.927,62.333333333333336
4796,40.692,-73.926,37.0
4797,40.692,-73.925,57.5
4798,40.692,-73.924,62.0
4799,40.692,-73.923,120.66666666666667
4800,40.692,-73.922,61.0
4801,40.692,-73.921,99.0
4802,40.692,-73.919,122.5
4803,40.692,-73.918,59.5
4804,40.692,-73.917,70.0
4805,40.692,-73.916,47.0
4806,40.692,-73.915,59.5
4807,40.692,-73.914,94.5
4808,40.692,-73.913,61.0
4809,40.692,-73.912,41.0
4810,40.692,-73.911,60.666666666666664
4811,40.692,-73.91,41.333333333333336
4812,40.692,-73.909,54.2
4813,40.692,-73.908,56.0
4814,40.692,-73.907,120.0
4815,40.692,-73.906,61.0
4816,40.692,-73.905,83.33333333333333
4817,40.692,-73.904,34.5
4818,40.692,-73.903,200.0
4819,40.692,-73.902,132.5
4820,40.692,-73.864,43.0
4821,40.692,-73.848,380.0
4822,40.692,-73.838,98.0
4823,40.692,-73.82,38.0
4824,40.692,-73.795,60.0
4825,40.692,-73.763,55.0
4826,40.692,-73.762,145.0
4827,40.692,-73.761,115.0
4828,40.692,-73.755,98.0
4829,40.692,-73.754,63.0
4830,40.692,-73.745,149.0
4831,40.692,-73.734,55.0
4832,40.692,-73.733,45.0
4833,40.693,-74.0,117.0
4834,40.693,-73.999,60.0
4835,40.693,-73.998,135.2
4836,40.693,-73.997,159.0
4837,40.693,-73.996,173.33333333333334
4838,40.693,-73.995,131.0
4839,40.693,-73.994,138.6
4840,40.693,-73.993,167.33333333333334
4841,40.693,-73.992,150.0
4842,40.693,-73.991,190.0
4843,40.693,-73.986,212.5
4844,40.693,-73.985,141.0
4845,40.693,-73.984,65.0
4846,40.693,-73.983,205.5
4847,40.693,-73.982,70.0
4848,40.693,-73.981,67.5
4849,40.693,-73.98,128.0
4850,40.693,-73.976,200.0
4851,40.693,-73.974,125.0
4852,40.693,-73.973,99.5
4853,40.693,-73.972,168.33333333333334
4854,40.693,-73.971,154.8
4855,40.693,-73.97,129.0
4856,40.693,-73.969,131.33333333333334
4857,40.693,-73.968,404.6666666666667
4858,40.693,-73.967,171.42857142857142
4859,40.693,-73.966,162.75
4860,40.693,-73.965,203.5
4861,40.693,-73.964,151.5
4862,40.693,-73.962,79.8
4863,40.693,-73.961,75.0
4864,40.693,-73.96,88.42857142857143
4865,40.693,-73.959,95.625
4866,40.693,-73.958,75.0
4867,40.693,-73.957,73.5
4868,40.693,-73.956,284.2857142857143
4869,40.693,-73.955,244.33333333333334
4870,40.693,-73.954,89.0
4871,40.693,-73.953,40.0
4872,40.693,-73.952,123.0
4873,40.693,-73.951,72.9
4874,40.693,-73.95,105.75
4875,40.693,-73.949,228.66666666666666
4876,40.693,-73.948,105.6
4877,40.693,-73.947,73.38461538461539
4878,40.693,-73.946,95.3
4879,40.693,-73.945,77.5
4880,40.693,-73.944,88.75
4881,40.693,-73.943,74.85714285714286
4882,40.693,-73.942,71.6
4883,40.693,-73.941,75.0
4884,40.693,-73.94,111.6
4885,40.693,-73.939,70.0
4886,40.693,-73.938,31.0
4887,40.693,-73.937,41.666666666666664
4888,40.693,-73.935,73.75
4889,40.693,-73.934,56.666666666666664
4890,40.693,-73.933,73.25
4891,40.693,-73.932,95.0
4892,40.693,-73.931,76.0
4893,40.693,-73.93,102.5
4894,40.693,-73.929,99.4
4895,40.693,-73.927,99.625
4896,40.693,-73.926,51.0
4897,40.693,-73.925,83.0
4898,40.693,-73.924,107.0
4899,40.693,-73.923,87.25
4900,40.693,-73.922,96.0
4901,40.693,-73.921,80.16666666666667
4902,40.693,-73.92,48.0
4903,40.693,-73.919,49.0
4904,40.693,-73.918,70.0
4905,40.693,-73.917,60.0
4906,40.693,-73.916,48.333333333333336
4907,40.693,-73.915,45.0
4908,40.693,-73.914,88.33333333333333
4909,40.693,-73.913,96.66666666666667
4910,40.693,-73.912,123.0
4911,40.693,-73.911,49.25
4912,40.693,-73.91,73.66666666666667
4913,40.693,-73.909,67.4
4914,40.693,-73.908,99.5
4915,40.693,-73.907,41.666666666666664
4916,40.693,-73.905,56.666666666666664
4917,40.693,-73.904,101.75
4918,40.693,-73.903,45.0
4919,40.693,-73.895,80.0
4920,40.693,-73.826,33.0
4921,40.693,-73.825,32.0
4922,40.693,-73.821,50.0
4923,40.693,-73.8,180.0
4924,40.693,-73.763,77.5
4925,40.693,-73.762,55.0
4926,40.693,-73.761,60.0
4927,40.693,-73.758,108.0
4928,40.694,-74.0,100.0
