,latitude,longitude,price
663,40.623,-74.078,59.0
664,40.623,-74.076,165.0
665,40.623,-74.075,37.5
666,40.623,-74.036,90.0
667,40.623,-74.035,90.0
668,40.623,-74.03,120.0
669,40.623,-74.028,55.0
670,40.623,-74.026,249.0
671,40.623,-74.025,55.0
672,40.623,-74.024,132.0
673,40.623,-74.015,69.0
674,40.623,-73.995,50.0
675,40.623,-73.994,63.0
676,40.623,-73.962,64.0
677,40.623,-73.961,35.0
678,40.623,-73.941,90.0
679,40.623,-73.938,50.0
680,40.623,-73.936,110.0
681,40.623,-73.933,65.0
682,40.623,-73.93,69.0
683,40.623,-73.928,75.0
684,40.623,-73.926,139.0
685,40.623,-73.924,110.0
686,40.624,-74.108,200.0
687,40.624,-74.078,100.0
688,40.624,-74.077,80.5
689,40.624,-74.076,120.0
690,40.624,-74.074,75.0
691,40.624,-74.032,43.0
692,40.624,-74.031,90.0
693,40.624,-74.03,47.5
694,40.624,-74.029,60.0
695,40.624,-74.028,55.0
696,40.624,-74.027,60.0
697,40.624,-74.024,170.0
698,40.624,-73.971,50.0
699,40.624,-73.963,99.0
700,40.624,-73.962,100.0
701,40.624,-73.961,30.0
702,40.624,-73.958,92.0
703,40.624,-73.939,146.0
704,40.624,-73.934,30.0
705,40.624,-73.93,40.0
706,40.624,-73.929,90.0
707,40.624,-73.925,38.5
708,40.624,-73.911,235.0
709,40.625,-74.132,1500.0
710,40.625,-74.077,40.0
711,40.625,-74.035,70.0
712,40.625,-74.032,55.0
713,40.625,-74.029,72.5
714,40.625,-74.028,94.0
715,40.625,-74.017,160.0
716,40.625,-73.964,93.5
717,40.625,-73.963,65.0
718,40.625,-73.962,40.0
719,40.625,-73.955,62.0
720,40.625,-73.945,46.0
721,40.625,-73.935,250.0
722,40.625,-73.932,140.0
723,40.625,-73.929,148.0
724,40.625,-73.924,110.0
725,40.626,-74.156,300.0
726,40.626,-74.074,75.0
727,40.626,-74.029,165.0
728,40.626,-74.021,80.0
729,40.626,-74.02,80.0
730,40.626,-74.01,68.0
731,40.626,-73.961,32.0
732,40.626,-73.959,150.0
733,40.626,-73.956,99.0
734,40.626,-73.946,92.0
735,40.626,-73.943,95.0
736,40.626,-73.938,75.0
737,40.626,-73.935,60.0
738,40.626,-73.925,135.0
739,40.626,-73.9,39.0
740,40.627,-74.159,150.0
741,40.627,-74.03,65.0
742,40.627,-74.028,62.5
743,40.627,-74.023,50.0
744,40.627,-74.02,72.5
745,40.627,-74.0,55.0
746,40.627,-73.976,600.0
747,40.627,-73.972,40.0
748,40.627,-73.963,65.0
749,40.627,-73.961,75.5
750,40.627,-73.957,108.33333333333333
751,40.627,-73.952,150.0
752,40.627,-73.943,40.0
753,40.627,-73.93,1700.0
754,40.627,-73.926,75.0
755,40.627,-73.916,29.0
756,40.627,-73.904,90.0
757,40.628,-74.08,119.0
758,40.628,-74.076,200.0
759,40.628,-74.021,97.5
760,40.628,-74.016,33.0
761,40.628,-73.97,70.0
762,40.628,-73.968,40.0
763,40.628,-73.967,80.0
764,40.628,-73.961,75.0
765,40.628,-73.947,27.0
766,40.628,-73.943,40.0
767,40.628,-73.934,35.0
768,40.628,-73.927,200.0
769,40.628,-73.926,200.0
770,40.628,-73.905,95.0
771,40.628,-73.901,38.0
772,40.628,-73.9,89.0
773,40.629,-74.161,54.0
774,40.629,-74.134,235.5
775,40.629,-74.123,75.0
776,40.629,-74.082,49.0
777,40.629,-74.081,65.0
778,40.629,-74.03,30.0
779,40.629,-74.026,75.0
780,40.629,-74.019,150.0
781,40.629,-74.011,70.0
782,40.629,-73.963,91.5
783,40.629,-73.961,75.0
784,40.629,-73.96,68.0
785,40.629,-73.948,78.0
786,40.629,-73.946,70.0
787,40.629,-73.942,70.0
788,40.629,-73.927,200.0
789,40.629,-73.926,200.0
790,40.629,-73.922,34.0
791,40.629,-73.917,50.0
792,40.629,-73.908,115.0
793,40.629,-73.903,39.0
794,40.629,-73.893,225.0
795,40.63,-74.149,90.0
796,40.63,-74.129,99.0
797,40.63,-74.081,140.0
798,40.63,-74.08,50.0
799,40.63,-74.079,80.0
800,40.63,-74.027,60.0
801,40.63,-74.022,95.0
802,40.63,-74.021,30.0
803,40.63,-74.017,120.0
804,40.63,-74.013,43.0
805,40.63,-74.006,125.0
806,40.63,-73.995,85.0
807,40.63,-73.971,50.0
808,40.63,-73.967,55.0
809,40.63,-73.966,100.0
810,40.63,-73.964,200.0
811,40.63,-73.962,60.0
812,40.63,-73.96,85.0
813,40.63,-73.958,50.0
814,40.63,-73.957,130.0
815,40.63,-73.951,60.0
816,40.63,-73.947,69.0
817,40.63,-73.945,120.0
818,40.63,-73.944,85.0
819,40.63,-73.935,150.0
820,40.63,-73.933,40.0
821,40.63,-73.908,90.0
822,40.63,-73.906,75.0
823,40.631,-74.149,129.0
824,40.631,-74.148,90.0
825,40.631,-74.13,85.0
826,40.631,-74.124,49.0
827,40.631,-74.123,50.0
828,40.631,-74.088,47.0
829,40.631,-74.084,85.0
830,40.631,-74.081,75.0
831,40.631,-74.079,40.0
832,40.631,-74.03,58.333333333333336
833,40.631,-74.028,50.0
834,40.631,-74.026,110.0
835,40.631,-74.018,48.0
836,40.631,-74.01,60.0
837,40.631,-74.004,35.0
838,40.631,-73.996,32.0
839,40.631,-73.972,146.33333333333334
840,40.631,-73.966,363.0
841,40.631,-73.965,116.66666666666667
842,40.631,-73.963,120.0
843,40.631,-73.962,65.0
844,40.631,-73.955,200.0
845,40.631,-73.945,65.0
846,40.631,-73.923,115.0
847,40.631,-73.922,34.0
848,40.631,-73.909,80.0
849,40.631,-73.904,300.0
850,40.631,-73.903,145.0
851,40.631,-73.897,100.0
852,40.631,-73.896,250.0
853,40.631,-73.89,75.0
854,40.632,-74.171,85.0
855,40.632,-74.148,139.0
856,40.632,-74.124,75.0
857,40.632,-74.123,100.0
858,40.632,-74.115,59.0
859,40.632,-74.114,79.0
860,40.632,-74.093,72.0
861,40.632,-74.092,169.0
862,40.632,-74.086,86.0
863,40.632,-74.08,50.0
864,40.632,-74.078,125.0
865,40.632,-74.077,80.0
866,40.632,-74.034,35.0
867,40.632,-74.03,65.0
868,40.632,-74.028,124.0
869,40.632,-74.027,39.0
870,40.632,-74.021,75.0
871,40.632,-74.02,65.0
872,40.632,-74.019,54.0
873,40.632,-73.966,200.0
874,40.632,-73.965,99.0
875,40.632,-73.963,342.5
876,40.632,-73.962,250.0
877,40.632,-73.96,105.0
878,40.632,-73.958,90.0
879,40.632,-73.947,75.0
880,40.632,-73.946,78.75
881,40.632,-73.944,90.0
882,40.632,-73.932,77.0
883,40.632,-73.908,112.0
884,40.632,-73.895,500.0
885,40.632,-73.894,100.0
886,40.633,-74.118,100.0
887,40.633,-74.117,40.0
888,40.633,-74.114,59.0
889,40.633,-74.113,99.0
890,40.633,-74.101,179.0
891,40.633,-74.092,59.0
892,40.633,-74.09,185.0
893,40.633,-74.084,34.0
894,40.633,-74.082,74.0
895,40.633,-74.077,85.0
896,40.633,-74.032,50.0
897,40.633,-74.031,75.0
898,40.633,-74.03,54.0
899,40.633,-74.029,155.0
900,40.633,-74.028,62.5
901,40.633,-74.026,40.0
902,40.633,-74.019,85.0
903,40.633,-74.017,99.0
904,40.633,-74.008,50.0
905,40.633,-74.007,125.0
906,40.633,-74.004,65.0
907,40.633,-73.995,103.0
908,40.633,-73.973,60.0
909,40.633,-73.972,69.0
910,40.633,-73.966,120.0
911,40.633,-73.964,200.0
912,40.633,-73.962,150.0
913,40.633,-73.961,120.0
914,40.633,-73.958,93.5
915,40.633,-73.957,116.0
916,40.633,-73.954,175.0
917,40.633,-73.952,86.0
918,40.633,-73.95,125.0
919,40.633,-73.948,55.0
920,40.633,-73.947,95.0
921,40.633,-73.946,302.5
922,40.633,-73.945,90.0
923,40.633,-73.944,59.0
924,40.633,-73.943,78.0
925,40.633,-73.942,85.0
926,40.633,-73.939,45.0
